Sample Id,Rep #,Product,Fat,Protein,Lactose,FPD,TS,SNF,Date,Time,Remark
1605-6 194,1,AIG NEWXX,6,5.74,4.81,-0.5613,16.55,11.25,16/05/2025,13:49,
1605-6 195,1,AIG NEWXX,6.85,5.91,4.6,-0.558,17.36,11.21,16/05/2025,13:49,
1605-6 196,1,AIG NEWXX,5.6,5.33,4.49,-0.5611,15.42,10.52,16/05/2025,13:50,
1605-6 197,1,AIG NEWXX,7.36,6.02,4.56,-0.5635,17.94,11.28,16/05/2025,13:51,
1605-6 198,1,AIG NEWXX,6.09,5.37,4.6,-0.5648,16.06,10.67,16/05/2025,13:51,
1605-6 199,1,AIG NEWXX,3.84,3.27,4.42,-0.5417,11.53,8.39,16/05/2025,13:52,
1605-6 200,1,AIG NEWXX,5.82,4.76,4.4,-0.5529,14.98,9.86,16/05/2025,13:53,
1605-6 201,1,AIG NEWXX,4.98,4.12,4.38,-0.5561,13.48,9.2,16/05/2025,13:54,
1605-6 202,1,AIG NEWXX,6.31,5.48,4.61,-0.5635,16.4,10.79,16/05/2025,13:54,
1605-6 203,1,AIG NEWXX,6.65,5.4,4.58,-0.5618,16.63,10.68,16/05/2025,13:55,
1605-6 204,1,AIG NEWXX,5.96,5.77,4.79,-0.5726,16.52,11.26,16/05/2025,13:56,
1605-6 205,1,AIG NEWXX,6.88,5.44,4.73,-0.5719,17.05,10.87,16/05/2025,13:56,
1605-6 206,1,AIG NEWXX,4.75,3.98,4.4,-0.5472,13.13,9.08,16/05/2025,13:57,
1605-6 207,1,AIG NEWXX,6.84,5.76,4.73,-0.5646,17.33,11.19,16/05/2025,13:58,
1605-6 208,1,AIG NEWXX,5.98,5.66,4.91,-0.5625,16.55,11.27,16/05/2025,13:59,
1605-6 209,1,AIG NEWXX,6.15,5.6,4.67,-0.5638,16.42,10.97,16/05/2025,13:59,
1605-6 210,1,AIG NEWXX,3.95,3.55,4.15,-0.5467,11.65,8.4,16/05/2025,14:00,
1605-6 211,1,AIG NEWXX,6.34,5.19,4.83,-0.5642,16.36,10.72,16/05/2025,14:01,
1605-6 212,1,AIG NEWXX,6.04,5.48,4.91,-0.5652,16.43,11.09,16/05/2025,14:02,
1605-6 213,1,AIG NEWXX,6.78,5.8,4.29,-0.5635,16.87,10.79,16/05/2025,14:02,
1605-6 214,1,AIG NEWXX,6.72,5.76,4.66,-0.5691,17.14,11.12,16/05/2025,14:03,
1605-6 215,1,AIG NEWXX,6.86,5.95,4.47,-0.5648,17.28,11.12,16/05/2025,14:04,
1605-6 216,1,AIG NEWXX,3.4,3.18,4.77,-0.5443,11.35,8.65,16/05/2025,14:04,
1605-6 217,1,AIG NEWXX,6.11,5.9,4.52,-0.5683,16.53,11.12,16/05/2025,14:05,
1605-6 218,1,AIG NEWXX,6.62,5.78,4.78,-0.5647,17.18,11.26,16/05/2025,14:06,
1605-6 219,1,AIG NEWXX,4.41,3.27,4.43,-0.5578,12.11,8.4,16/05/2025,14:07,
1605-6 220,1,AIG NEWXX,5.68,5.12,4.82,-0.5595,15.62,10.64,16/05/2025,14:07,
1605-6 221,1,AIG NEWXX,6.51,5.43,4.69,-0.5614,16.63,10.82,16/05/2025,14:08,
1605-6 222,1,AIG NEWXX,6.75,5.93,4.77,-0.5644,17.45,11.4,16/05/2025,14:09,
1605-6 223,1,AIG NEWXX,6.83,5.9,4.88,-0.5633,17.61,11.48,16/05/2025,14:09,
1605-6 224,1,AIG NEWXX,6.06,5.66,4.74,-0.5698,16.46,11.1,16/05/2025,14:10,
1605-6 225,1,AIG NEWXX,6.41,5.74,4.38,-0.5735,16.53,10.82,16/05/2025,14:11,
1605-6 226,1,AIG NEWXX,7.11,6.4,4.36,-0.5487,17.87,11.46,16/05/2025,14:12,
1605-6 227,1,AIG NEWXX,6.29,5.54,4.8,-0.5649,16.63,11.04,16/05/2025,14:12,
1605-6 228,1,AIG NEWXX,7.29,5.81,4.81,-0.5683,17.91,11.32,16/05/2025,14:13,
1605-6 229,1,AIG NEWXX,6.27,5.86,4.69,-0.5731,16.82,11.25,16/05/2025,14:14,
1605-6 230,1,AIG NEWXX,5.28,4.51,4.69,-0.5527,14.48,9.9,16/05/2025,14:14,
1605-6 231,1,AIG NEWXX,6.38,5.59,4.51,-0.5455,16.48,10.8,16/05/2025,14:15,
1605-6 232,1,AIG NEWXX,6.97,5.71,4.56,-0.5587,17.24,10.97,16/05/2025,14:16,
1605-6 233,1,AIG NEWXX,4.91,3.67,4.58,-0.5422,13.16,8.95,16/05/2025,14:17,
