Sample Id,Rep #,Product,Fat,Protein,Lactose,FPD,TS,SNF,Date,Time,Remark
1605-6 29,1,AIG NEWXX,5.73,5.14,4.63,-0.5549,15.5,10.47,16/05/2025,11:45,
1605-6 30,1,AIG NEWXX,5.02,4.02,4.5,-0.5531,13.54,9.22,16/05/2025,11:46,
1605-6 31,1,AIG NEWXX,6.96,5.6,4.54,-0.5644,17.1,10.84,16/05/2025,11:47,
1605-6 32,1,AIG NEWXX,7.37,6.05,4.28,-0.5683,17.7,11.03,16/05/2025,11:47,
1605-6 33,1,AIG NEWXX,4.37,3.88,4.59,-0.5447,12.84,9.17,16/05/2025,11:48,
1605-6 34,1,AIG NEWXX,4.87,4.42,4.6,-0.549,13.89,9.72,16/05/2025,11:49,
1605-6 35,1,AIG NEWXX,5.51,5.24,4.81,-0.5528,15.56,10.75,16/05/2025,11:50,
1605-6 36,1,AIG NEWXX,6.65,5.67,4.59,-0.5645,16.91,10.96,16/05/2025,11:50,
1605-6 37,1,AIG NEWXX,5.96,4.62,4.5,-0.5528,15.08,9.82,16/05/2025,11:51,
1605-6 38,1,AIG NEWXX,6.69,5.88,4.72,-0.5689,17.29,11.3,16/05/2025,11:52,
1605-6 39,1,AIG NEWXX,6.5,5.64,4.74,-0.5725,16.88,11.08,16/05/2025,11:52,
1605-6 40,1,AIG NEWXX,8.12,5.9,4.52,-0.571,18.54,11.12,16/05/2025,11:53,
1605-6 41,1,AIG NEWXX,7.85,5.6,4.22,-0.5666,17.67,10.52,16/05/2025,11:54,
1605-6 42,1,AIG NEWXX,6.76,5.86,4.48,-0.5681,17.1,11.04,16/05/2025,11:55,
1605-6 43,1,AIG NEWXX,7.03,5.9,4.34,-0.5635,17.27,10.94,16/05/2025,11:55,
1605-6 44,1,AIG NEWXX,6.34,5.65,4.77,-0.5699,16.76,11.12,16/05/2025,11:56,
1605-6 45,1,AIG NEWXX,7.48,5.98,4.72,-0.5678,18.18,11.4,16/05/2025,11:57,
1605-6 46,1,AIG NEWXX,5.99,5.47,4.85,-0.5579,16.31,11.02,16/05/2025,11:57,
1605-6 47,1,AIG NEWXX,6.07,5.78,4.78,-0.5568,16.63,11.26,16/05/2025,11:58,
1605-6 48,1,AIG NEWXX,6.41,5.46,4.79,-0.5644,16.66,10.95,16/05/2025,11:59,
1605-6 49,1,AIG NEWXX,6.7,5.82,4.4,-0.5736,16.92,10.92,16/05/2025,12:00,
1605-6 50,1,AIG NEWXX,6,5.65,4.75,-0.5633,16.4,11.1,16/05/2025,12:00,
1605-6 51,1,AIG NEWXX,7.3,5.8,4.8,-0.5644,17.9,11.3,16/05/2025,12:01,
1605-6 52,1,AIG NEWXX,4.07,3.68,4.33,-0.5455,12.08,8.71,16/05/2025,12:02,
1605-6 53,1,AIG NEWXX,7.62,5.76,4.52,-0.5628,17.9,10.98,16/05/2025,12:02,
1605-6 55,1,AIG NEWXX,6.59,5.91,4.61,-0.5682,17.11,11.22,16/05/2025,12:04,
1605-6 56,1,AIG NEWXX,7.03,5.82,4.69,-0.5675,17.54,11.21,16/05/2025,12:05,
1605-6 57,1,AIG NEWXX,7.28,5.78,4.57,-0.5593,17.63,11.05,16/05/2025,12:05,
1605-6 58,1,AIG NEWXX,6.4,5.51,4.5,-0.5577,16.41,10.71,16/05/2025,12:06,
1605-6 59,1,AIG NEWXX,5.76,5.56,4.84,-0.5658,16.16,11.1,16/05/2025,12:07,
1605-6 60,1,AIG NEWXX,7.25,5.88,4.79,-0.5736,17.92,11.37,16/05/2025,12:08,
1605-6 61,1,AIG NEWXX,3.99,3.51,4.27,-0.5475,11.77,8.48,16/05/2025,12:08,
1605-6 62,1,AIG NEWXX,5.82,5.07,4.7,-0.5649,15.59,10.47,16/05/2025,12:09,
1605-6 63,1,AIG NEWXX,7.01,5.57,4.69,-0.561,17.27,10.96,16/05/2025,12:10,
1605-6 64,1,AIG NEWXX,6.99,5.75,4.51,-0.5624,17.25,10.96,16/05/2025,12:10,
1605-6 65,1,AIG NEWXX,6.98,5.94,4.5,-0.569,17.42,11.14,16/05/2025,12:11,
1605-6 66,1,AIG NEWXX,6.79,5.61,4.49,-0.5625,16.89,10.8,16/05/2025,12:12,
1605-6 67,1,AIG NEWXX,4.88,3.79,4.38,-0.5443,13.05,8.87,16/05/2025,12:13,
1605-6 68,1,AIG NEWXX,6.3,5.46,4.81,-0.5687,16.57,10.97,16/05/2025,12:13,
1605-6 69,1,AIG NEWXX,5.75,4.95,4.94,-0.5632,15.64,10.59,16/05/2025,12:14,
1605-6 70,1,AIG NEWXX,3.89,3.32,4.19,-0.5458,11.4,8.21,16/05/2025,12:15,
1605-6 71,1,AIG NEWXX,5.99,5.17,4.64,-0.5621,15.8,10.51,16/05/2025,12:15,
1605-6 72,1,AIG NEWXX,5.89,5.79,4.8,-0.5588,16.48,11.29,16/05/2025,12:16,
1605-6 73,1,AIG NEWXX,5.81,5.44,4.82,-0.5646,16.07,10.96,16/05/2025,12:17,
1605-6 74,1,AIG NEWXX,5.12,4.84,4.61,-0.5561,14.57,10.15,16/05/2025,12:18,
1605-6 75,1,AIG NEWXX,6.14,5.45,4.71,-0.5637,16.3,10.86,16/05/2025,12:18,
1605-6 76,1,AIG NEWXX,7.22,5.77,4.6,-0.5732,17.59,11.07,16/05/2025,12:19,
1605-6 77,1,AIG NEWXX,5.52,5.45,4.96,-0.5716,15.93,11.11,16/05/2025,12:20,
1605-6 78,1,AIG NEWXX,4.6,3.53,4.51,-0.5469,12.64,8.74,16/05/2025,12:20,
1605-6 79,1,AIG NEWXX,7.21,5.89,4.56,-0.5589,17.66,11.15,16/05/2025,12:21,
1605-6 80,1,AIG NEWXX,6.38,5.25,4.88,-0.5564,16.51,10.83,16/05/2025,12:22,
1605-6 81,1,AIG NEWXX,6.97,5.71,4.83,-0.5611,17.51,11.24,16/05/2025,12:23,
1605-6 82,1,AIG NEWXX,7.7,6.05,4.42,-0.5635,18.17,11.17,16/05/2025,12:23,
1605-6 83,1,AIG NEWXX,6.17,5.22,4.7,-0.5618,16.09,10.62,16/05/2025,12:24,
1605-6 84,1,AIG NEWXX,6.53,5.99,4.7,-0.5622,17.22,11.39,16/05/2025,12:25,
1605-6 85,1,AIG NEWXX,7.25,5.73,4.62,-0.5645,17.6,11.05,16/05/2025,12:25,
1605-6 86,1,AIG NEWXX,6.99,5.94,4.63,-0.5591,17.56,11.27,16/05/2025,12:26,
1605-6 87,1,AIG NEWXX,6.68,5.7,4.59,-0.5623,16.97,10.99,16/05/2025,12:27,
1605-6 88,1,AIG NEWXX,8.15,5.75,4.58,-0.5678,18.48,11.03,16/05/2025,12:30,
